mix_id,title,url,audio_source,audio_url,num_identified_tracks,num_total_tracks,num_available_transitions,num_timestamps,num_tracklist,tags
mix2824,2016-02-10 - Karotte - Karottes Kitchen,https://www.mixesdb.com/w/2016-02-10_-_Karotte_-_Karottes_Kitchen,soundcloud,https://soundcloud.com/karotteskitchen/karotte-karottes-kitchen-10-02-2016,14,18,10,0,18,Category:Karotte|Category:Karottes Kitchen|Category:House|Category:Tech House
mix2825,2016-02-12 - Christian Smith - Tronic Podcast 185,https://www.mixesdb.com/w/2016-02-12_-_Christian_Smith_-_Tronic_Podcast_185,soundcloud,https://soundcloud.com/christiansmith/tronic-podcast-185-with,14,18,10,0,18,Category:Christian Smith|Category:Tronic Podcast|Category:House|Category:Tech House
mix2826,2016-02-13 - Filterheadz - Molotov Cocktail 228,https://www.mixesdb.com/w/2016-02-13_-_Filterheadz_-_Molotov_Cocktail_228,soundcloud,https://soundcloud.com/christiancambas/molotov-cocktail-228-with,9,11,7,0,11,Category:Filterheadz|Category:Molotov Cocktail|Category:Techno|Category:Tech House
mix2827,"2016-02-13 - Jewel Kid @ Spartacus Club, France","https://www.mixesdb.com/w/2016-02-13_-_Jewel_Kid_@_Spartacus_Club,_France",soundcloud,https://soundcloud.com/christiansmith/tronic-podcast-189-with-jewel,26,28,23,0,28,Category:Jewel Kid|Category:Spartacus Club|Category:Tronic Podcast|Category:Alleanza Radio Show|Category:House|Category:Tech House
mix2828,"2016-02-13 - Umek - Behind The Iron Curtain 240, Proton Radio","https://www.mixesdb.com/w/2016-02-13_-_Umek_-_Behind_The_Iron_Curtain_240,_Proton_Radio",soundcloud,https://soundcloud.com/umek/btic_240,13,18,8,0,18,Category:Umek|Category:Behind The Iron Curtain|Category:Tech House|Category:House
mix2829,"2016-02-14 - Adam Beyer b2b Ida Engberg @ Awakenings, Hammerstein Ballroom, NYC (Drumcode Radio, DCR290)","https://www.mixesdb.com/w/2016-02-14_-_Adam_Beyer_b2b_Ida_Engberg_@_Awakenings,_Hammerstein_Ballroom,_NYC_(Drumcode_Radio,_DCR290)",soundcloud,https://soundcloud.com/adambeyer/dcr290-drumcode-radio-live-adam-beyer-ida-engberg-live-from-awakenings-new-york,11,14,8,11,14,Category:Adam Beyer|Category:Ida Engberg|Category:Awakenings|Category:Hammerstein Ballroom|Category:Drumcode Radio|Category:Tech House|Category:Techno
mix2830,2016-02-14 - Cirrus - DNB Dojo Mix Series 25,https://www.mixesdb.com/w/2016-02-14_-_Cirrus_-_DNB_Dojo_Mix_Series_25,soundcloud,https://soundcloud.com/dnbdojo/dnb-dojo-mix-series-25-cirrus,19,24,14,0,24,Category:Cirrus|Category:DNB Dojo|Category:Drum & Bass
mix2831,"2016-02-15 - Alex M.O.R.P.H. - Universal Nation (UN046), DI.FM","https://www.mixesdb.com/w/2016-02-15_-_Alex_M.O.R.P.H._-_Universal_Nation_(UN046),_DI.FM",soundcloud,https://soundcloud.com/alexmorph/universal-nation-046,10,11,8,0,11,Category:Alex M.O.R.P.H.|Category:Universal Nation|Category:Trance|Category:Psytrance
mix2832,2016-02-15 - Giuseppe Ottaviani - GO On Air 182,https://www.mixesdb.com/w/2016-02-15_-_Giuseppe_Ottaviani_-_GO_On_Air_182,soundcloud,https://soundcloud.com/giuseppeottaviani/giuseppe-ottaviani-presents-go-on-air-182,12,15,10,0,15,Category:Giuseppe Ottaviani|Category:GO On Air|Category:Trance|Category:Progressive Trance
mix2833,"2016-02-15 - Kasra V - The Paradise Show, NTS Radio (Art Of Noise Special)","https://www.mixesdb.com/w/2016-02-15_-_Kasra_V_-_The_Paradise_Show,_NTS_Radio_(Art_Of_Noise_Special)",mixcloud,https://www.mixcloud.com/NTSRadio/the-paradise-show-w-kasra-v-15th-february-2016/,23,38,18,38,38,Category:Kasra V|Category:The Paradise Show|Category:House|Category:Disco|Category:Experimental
mix2834,"2016-02-15 - Paul Oakenfold, Fatum - Planet Perfecto 276, DI.FM","https://www.mixesdb.com/w/2016-02-15_-_Paul_Oakenfold,_Fatum_-_Planet_Perfecto_276,_DI.FM",soundcloud,https://soundcloud.com/pauloakenfold/planet-perfecto-show-276-ftpaul-oakenfold-fatum,18,26,10,0,26,Category:Paul Oakenfold|Category:Fatum|Category:Planet Perfecto|Category:Trance|Category:Progressive Trance|Category:Psytrance
mix2835,2016-02-15 - Shur-i-kan - In The Mix: Febuary 2016,https://www.mixesdb.com/w/2016-02-15_-_Shur-i-kan_-_In_The_Mix:_Febuary_2016,soundcloud,https://soundcloud.com/shurikan/shur-i-kan-in-the-mix-feb-2016,13,15,10,15,15,Category:Shur-i-kan|Category:Shur-i-kan In The Mix|Category:Deep House|Category:House
mix2836,2016-02-16 - Camea & Kiki - Get Physical Radio 232,https://www.mixesdb.com/w/2016-02-16_-_Camea_%26_Kiki_-_Get_Physical_Radio_232,soundcloud,https://soundcloud.com/camea/get-physical-radio-232-mixed-by-camea-kiki,9,11,8,11,11,Category:Camea|Category:Kiki|Category:Get Physical Radio|Category:House
mix2837,2016-02-16 - Namito - Kling Klong Techno Mix,https://www.mixesdb.com/w/2016-02-16_-_Namito_-_Kling_Klong_Techno_Mix,soundcloud,https://soundcloud.com/kling-klong-records/namito-kling-klong-techno-mix,9,10,7,0,10,Category:Namito|Category:Promo Mix|Category:House|Category:Tech House
mix2838,2016-02-17 - Erol Alkan - Boiler Room Residency Episode 01,https://www.mixesdb.com/w/2016-02-17_-_Erol_Alkan_-_Boiler_Room_Residency_Episode_01,soundcloud,https://soundcloud.com/platform/erol-alkan-ep01,23,25,20,0,25,Category:Erol Alkan|Category:Boiler Room Residency|Category:House|Category:Tech House
mix2839,"2016-02-17 - Khanage, SB81 - Metalheadz, Rinse FM","https://www.mixesdb.com/w/2016-02-17_-_Khanage,_SB81_-_Metalheadz,_Rinse_FM",soundcloud,https://soundcloud.com/metalheadz/metalheadz-rinsefm-khanage-sb81-17th-february-2016,29,33,24,33,33,Category:Khanage|Category:SB81|Category:Metalheadz (Radio Show)|Category:Drum & Bass
mix2840,2016-02-17 - Simon Doty - 1605 Podcast 254,https://www.mixesdb.com/w/2016-02-17_-_Simon_Doty_-_1605_Podcast_254,soundcloud,https://soundcloud.com/sixteenofive/1605-podcast-254-with-simon-doty,9,10,8,0,10,Category:Simon Doty|Category:1605 Podcast|Category:Tech House|Category:Techno
mix2841,2016-02-18 - Josh Butler - Kling Klong DJ Mix,https://www.mixesdb.com/w/2016-02-18_-_Josh_Butler_-_Kling_Klong_DJ_Mix,soundcloud,https://soundcloud.com/kling-klong-records/josh-butler-kling-klong-dj-mix,12,15,9,0,15,Category:Josh Butler|Category:Promo Mix|Category:House
mix2842,2016-02-18 - Wehbba - Systematic Session 309,https://www.mixesdb.com/w/2016-02-18_-_Wehbba_-_Systematic_Session_309,soundcloud,https://soundcloud.com/systematicrecordings/systematic-session-309-wehbba,12,12,11,0,12,Category:Wehbba|Category:Systematic Session|Category:House|Category:Tech House
mix2843,"2016-02-19 - Marco Faraone @ Baum, Bogota (Drumcode Radio, DCR295)","https://www.mixesdb.com/w/2016-02-19_-_Marco_Faraone_@_Baum,_Bogota_(Drumcode_Radio,_DCR295)",soundcloud,https://soundcloud.com/adambeyer/dcr295,10,12,8,12,12,Category:Marco Faraone|Category:Baum (Bogotá)|Category:Drumcode Radio|Category:Techno
mix2844,2016-02-19 - Sander van Doorn - Identity 326,https://www.mixesdb.com/w/2016-02-19_-_Sander_van_Doorn_-_Identity_326,mixcloud,https://www.mixcloud.com/sandervandoornofficial/sander-van-doorn-identity-326/,15,20,11,17,20,Category:Sander van Doorn|Category:Get Together|Category:Identity|Category:Progressive House
mix2845,"2016-02-20 - Josh Wink @ Re-Fresh, Urban Klub, Treviso (Profound Sounds, 2016-03-28)","https://www.mixesdb.com/w/2016-02-20_-_Josh_Wink_@_Re-Fresh,_Urban_Klub,_Treviso_(Profound_Sounds,_2016-03-28)",soundcloud,https://soundcloud.com/joshwinkofficial/live-urban-klub-treviso-profound-sounds-032816,13,16,11,12,16,Category:Josh Wink|Category:Urban Klub|Category:Profound Sounds (Show)|Category:Tech House|Category:Techno
mix2846,2016-02-20 - Matt Mus - Molotov Cocktail 229,https://www.mixesdb.com/w/2016-02-20_-_Matt_Mus_-_Molotov_Cocktail_229,soundcloud,https://soundcloud.com/christiancambas/molotov-cocktail-229-with-matt,12,14,9,0,14,Category:Matt Mus|Category:Molotov Cocktail|Category:Techno
mix2847,2016-02-20 - Midland - Essential Mix,https://www.mixesdb.com/w/2016-02-20_-_Midland_-_Essential_Mix,soundcloud,https://soundcloud.com/midland/midland-essential-mix-200216-radio-free-edit,22,30,16,20,30,Category:Midland|Category:Essential Mix|Category:Various
mix2848,"2016-02-20 - Simon Patterson @ Become One, Buenos Aires (Open Up 188)","https://www.mixesdb.com/w/2016-02-20_-_Simon_Patterson_@_Become_One,_Buenos_Aires_(Open_Up_188)",soundcloud,https://soundcloud.com/simonpatterson/simon-patterson-open-up-188,13,15,11,0,15,Category:Simon Patterson|Category:Become One|Category:Open Up|Category:Psytrance
mix2849,"2016-02-20 - Spartaque @ Electronica Pres. Lab-Grade, Kuz Kreuz, Fulda, Germany (Supreme 220)","https://www.mixesdb.com/w/2016-02-20_-_Spartaque_@_Electronica_Pres._Lab-Grade,_Kuz_Kreuz,_Fulda,_Germany_(Supreme_220)",soundcloud,https://soundcloud.com/spartaque/supreme220,13,17,10,0,17,Category:Spartaque|Category:Kuz Kreuz|Category:Supreme (1)|Category:Techno
mix2850,"2016-02-21 - Jim Bean @ Nico's B-Day, Kiki Sol, Berlin","https://www.mixesdb.com/w/2016-02-21_-_Jim_Bean_@_Nico%27s_B-Day,_Kiki_Sol,_Berlin",mixcloud,https://www.mixcloud.com/Jim_Bean/jim-bean-2016-02-21-nico-s-b-day-kiki-sol-berlin/,15,20,11,0,20,Category:Jim Bean|Category:Kiki Sol|Category:House|Category:Deep House
mix2851,2016-02-22 - Claptone - Clapcast 30,https://www.mixesdb.com/w/2016-02-22_-_Claptone_-_Clapcast_30,soundcloud,https://soundcloud.com/claptone/clapcast-30,10,11,8,0,11,Category:Claptone|Category:Clapcast|Category:House
mix2852,2016-02-22 - Jimmy Asquith - Lobster Theremin (Upfront 056),https://www.mixesdb.com/w/2016-02-22_-_Jimmy_Asquith_-_Lobster_Theremin_(Upfront_056),soundcloud,https://soundcloud.com/platform/upfront-056-lobster-theremin,13,14,11,14,14,Category:Asquith|Category:Upfront (Boiler Room)|Category:Techno|Category:House|Category:Electro
mix2853,2016-02-23 - Manuel Le Saux - Top Twenty Tunes Best Of February 2016,https://www.mixesdb.com/w/2016-02-23_-_Manuel_Le_Saux_-_Top_Twenty_Tunes_Best_Of_February_2016,soundcloud,https://soundcloud.com/manuellesaux/manuel-le-saux-top-twenty-tunes-best-of-february-2016,15,20,11,0,20,Category:Manuel Le Saux|Category:Top Twenty Tunes|Category:Trance|Category:Progressive Trance
mix2854,2016-02-23 - Max Graham - Cycles Radio 242,https://www.mixesdb.com/w/2016-02-23_-_Max_Graham_-_Cycles_Radio_242,soundcloud,https://soundcloud.com/maxgraham/max-graham-cyclesradio-242,18,28,9,0,28,Category:Max Graham|Category:Cycles Radio|Category:Tech House|Category:Techno|Category:Progressive House
mix2855,"2016-02-24 - Dan Drastic, Jey Kurmis - Moon Harbour Radio 70","https://www.mixesdb.com/w/2016-02-24_-_Dan_Drastic,_Jey_Kurmis_-_Moon_Harbour_Radio_70",soundcloud,https://soundcloud.com/moon-harbour/moon-harbour-radio-70-jeykurmis-hosted-by-dan-drastic,32,39,26,20,39,Category:Dan Drastic|Category:Jey Kurmis|Category:Moon Harbour Radio|Category:House|Category:Deep House|Category:Minimal
mix2856,2016-02-24 - Ferry Corsten - Corsten's Countdown 452,https://www.mixesdb.com/w/2016-02-24_-_Ferry_Corsten_-_Corsten%27s_Countdown_452,soundcloud,https://soundcloud.com/ferry-corsten/corstens-countdown-452,11,12,10,0,12,Category:Ferry Corsten|Category:Corsten's Countdown|Category:Trance|Category:Progressive Trance
mix2857,2016-02-25 - Dale Howard - Suara PodCats 107,https://www.mixesdb.com/w/2016-02-25_-_Dale_Howard_-_Suara_PodCats_107,soundcloud,https://soundcloud.com/coyu/suara-podcats-107-dale-howard,12,12,11,7,12,Category:Dale Howard|Category:Suara PodCats|Category:House
mix2858,2016-02-26 - Andy Moor - Moor Music 164,https://www.mixesdb.com/w/2016-02-26_-_Andy_Moor_-_Moor_Music_164,soundcloud,https://soundcloud.com/djandymoor/andy-moor-moor-music-20160226,10,14,7,0,14,Category:Andy Moor|Category:Moor Music|Category:Trance|Category:Progressive Trance
mix2859,"2016-02-26 - Dave Clarke @ Whip It, Melkweg, Amsterdam","https://www.mixesdb.com/w/2016-02-26_-_Dave_Clarke_@_Whip_It,_Melkweg,_Amsterdam",soundcloud,https://soundcloud.com/dave-clarke-dj-sets/whip-it-2016,34,45,25,0,45,Category:Dave Clarke|Category:Melkweg|Category:Electro
mix2860,2016-02-26 - Rob Hes (Live PA) - Tronic Podcast 187,https://www.mixesdb.com/w/2016-02-26_-_Rob_Hes_(Live_PA)_-_Tronic_Podcast_187,soundcloud,https://soundcloud.com/christiansmith/tronic-podcast-187-with-rob,10,12,9,0,12,Category:Rob Hes|Category:Tronic Podcast|Category:Tech House
mix2861,2016-02-26 - The Welderz - Reload Black Radio 006,https://www.mixesdb.com/w/2016-02-26_-_The_Welderz_-_Reload_Black_Radio_006,soundcloud,https://soundcloud.com/reloadrecordsoffical/reload-black-reload-black-1,13,17,11,0,17,Category:The Welderz|Category:Reload Black Radio|Category:Techno
mix2862,2016-02-27 - Rødhåd - Essential Mix,https://www.mixesdb.com/w/2016-02-27_-_R%C3%B8dh%C3%A5d_-_Essential_Mix,soundcloud,https://soundcloud.com/rodhad/radio-one-essential-mix-rodhad,33,38,29,38,38,Category:Rødhåd|Category:Essential Mix|Category:Tech House|Category:Techno
mix2863,2016-02-29 - Agent808 - Selection Sorted TechnoPodcast 051,https://www.mixesdb.com/w/2016-02-29_-_Agent808_-_Selection_Sorted_TechnoPodcast_051,mixcloud,https://www.mixcloud.com/selectionsorted/selection-sorted-technopodcast-051-agent808/,20,28,16,0,28,Category:Agent808|Category:Selection Sorted TechnoPodcast|Category:Techno|Category:Acid Techno
mix2864,"2016-02-29 - Sam Divine, Friend Within - Defected In The House","https://www.mixesdb.com/w/2016-02-29_-_Sam_Divine,_Friend_Within_-_Defected_In_The_House",mixcloud,https://www.mixcloud.com/Defectedrecords/defected-in-the-house-radio-290216-guest-mix-friend-within/,23,30,16,0,30,Category:Sam Divine|Category:Friend Within|Category:Defected In The House|Category:House
mix2865,2016-03-01 - Para One - Winter Mix (Rinse FM France),https://www.mixesdb.com/w/2016-03-01_-_Para_One_-_Winter_Mix_(Rinse_FM_France),soundcloud,https://soundcloud.com/para-one/para-one-winter-mix-on-rinse-fr-010316,37,45,30,36,45,Category:Para One|Category:Rinse FM France|Category:House|Category:Minimal|Category:Deep Tech House
mix2866,2016-03-01 - Sven Tasnadi - My Favourite Freaks Podcast 157,https://www.mixesdb.com/w/2016-03-01_-_Sven_Tasnadi_-_My_Favourite_Freaks_Podcast_157,soundcloud,https://soundcloud.com/myfavouritefreaks/my-favourite-freaks-podcast-157-sven-tasnadi,10,10,9,0,10,Category:Sven Tasnadi|Category:My Favourite Freaks Podcast|Category:House|Category:Deep House
mix2867,2016-03-02 - Djinn - Vykhod Sily Podcast,https://www.mixesdb.com/w/2016-03-02_-_Djinn_-_Vykhod_Sily_Podcast,soundcloud,https://soundcloud.com/djinn/vykhod-sily-guest-mix,12,18,7,0,18,Category:Djinn|Category:Vykhod Sily Podcast|Category:Drum & Bass
mix2868,2016-03-02 - Oscar OZZ - Ozztape 09 (Promo Mix),https://www.mixesdb.com/w/2016-03-02_-_Oscar_OZZ_-_Ozztape_09_(Promo_Mix),soundcloud,https://soundcloud.com/oscar-karateklub/oscar-ozz-ozztape-09,10,15,8,0,15,Category:Oscar OZZ|Category:Ozztape|Category:Promo Mix|Category:House|Category:Tech House
mix2869,2016-03-02 - Sheefit - Das Quebradas Mix 2,https://www.mixesdb.com/w/2016-03-02_-_Sheefit_-_Das_Quebradas_Mix_2,soundcloud,https://soundcloud.com/gabakasheefit/das-quebradas-mix-2,13,19,8,0,19,Category:Sheefit|Category:Promo Mix|Category:Techno|Category:Breaks|Category:Electro
mix2870,2016-03-03 - Doc Scott - Future Beats Radio Show,https://www.mixesdb.com/w/2016-03-03_-_Doc_Scott_-_Future_Beats_Radio_Show,soundcloud,https://soundcloud.com/docscott31/future-beats-radio-show-03-03-16,30,33,26,33,33,Category:Doc Scott|Category:Future Beats Radio Show|Category:Drum & Bass
mix2871,2016-03-04 - Adam Beyer - Drumcode Radio (DCR292),https://www.mixesdb.com/w/2016-03-04_-_Adam_Beyer_-_Drumcode_Radio_(DCR292),soundcloud,https://soundcloud.com/adambeyer/dcr292-drumcode-radio-live-adam-beyer-studio-mix,11,13,9,13,13,Category:Adam Beyer|Category:Drumcode Radio|Category:Tech House
mix2872,"2016-03-04 - Adam Beyer @ Drumcode, Fabrique, Milan (Drumcode Radio, DCR293)","https://www.mixesdb.com/w/2016-03-04_-_Adam_Beyer_@_Drumcode,_Fabrique,_Milan_(Drumcode_Radio,_DCR293)",soundcloud,https://soundcloud.com/adambeyer/dcr293-drumcode-radio-live-adam-beyer-live-from-fabrique-milan,14,14,13,11,14,Category:Adam Beyer|Category:Fabrique (Milan)|Category:Drumcode Radio|Category:Techno|Category:Tech House
mix2873,2016-03-04 - Marcus Tee - DNB Dojo Mix Series 27,https://www.mixesdb.com/w/2016-03-04_-_Marcus_Tee_-_DNB_Dojo_Mix_Series_27,soundcloud,https://soundcloud.com/dnbdojo/dnb-dojo-mix-series-27-marcus-tee,24,28,20,0,28,Category:Marcus Tee|Category:DNB Dojo|Category:Drum & Bass
mix2874,2016-03-04 - Storm - SUNANDBASS Podcast 46,https://www.mixesdb.com/w/2016-03-04_-_Storm_-_SUNANDBASS_Podcast_46,soundcloud,https://soundcloud.com/sunandbass/sunandbass-podcast-46-dj-storm,14,18,10,0,18,Category:Storm|Category:SUNANDBASS Podcast|Category:Drum & Bass
mix2875,2016-03-05 - Hardwell - On Air (HOA 257),https://www.mixesdb.com/w/2016-03-05_-_Hardwell_-_On_Air_(HOA_257),mixcloud,https://www.mixcloud.com/hardwell/hardwell-on-air-257/,13,15,10,15,15,Category:Hardwell|Category:On Air|Category:Progressive House
mix2876,2016-03-05 - LXS - Molotov Cocktail 231,https://www.mixesdb.com/w/2016-03-05_-_LXS_-_Molotov_Cocktail_231,soundcloud,https://soundcloud.com/christiancambas/molotov-cocktail-231-with-lxs,12,15,9,0,15,Category:LXS|Category:Molotov Cocktail|Category:Techno
mix2877,2016-03-07 - Claptone - Clapcast 32,https://www.mixesdb.com/w/2016-03-07_-_Claptone_-_Clapcast_32,soundcloud,https://soundcloud.com/claptone/clapcast-32nod,10,12,7,0,12,Category:Claptone|Category:Clapcast|Category:House
mix2878,2016-03-07 - Daniel Avery - Dekmantel Podcast 060,https://www.mixesdb.com/w/2016-03-07_-_Daniel_Avery_-_Dekmantel_Podcast_060,soundcloud,https://soundcloud.com/dkmntl/dekmantel-podcast-060-daniel-avery,17,21,12,16,21,Category:Daniel Avery|Category:Dekmantel Podcast|Category:Techno
mix2879,2016-03-07 - Eddie Halliwell - Fire It Up (FIUR 349),https://www.mixesdb.com/w/2016-03-07_-_Eddie_Halliwell_-_Fire_It_Up_(FIUR_349),soundcloud,https://soundcloud.com/eddiehalliwell/fire-it-up-radio-349,12,15,9,0,15,Category:Eddie Halliwell|Category:Fire It Up|Category:Progressive House|Category:Tech House
mix2880,2016-03-07 - JJ Mullor - 1605 Podcast 257,https://www.mixesdb.com/w/2016-03-07_-_JJ_Mullor_-_1605_Podcast_257,soundcloud,https://soundcloud.com/umek-promo-mixes/1605-podcast-257-with-jj-mullor,12,14,10,0,14,Category:JJ Mullor|Category:1605 Podcast|Category:Techno|Category:Tech House
mix2881,2016-03-07 - Movement Machina - Anjunabeats Worldwide 472,https://www.mixesdb.com/w/2016-03-07_-_Movement_Machina_-_Anjunabeats_Worldwide_472,soundcloud,https://soundcloud.com/anjunabeats/aww472,12,12,11,0,12,Category:Movement Machina|Category:Anjunabeats Worldwide|Category:Progressive House|Category:Deep House
mix2882,2016-03-08 - Dexter - XLR8R Podcast 429,https://www.mixesdb.com/w/2016-03-08_-_Dexter_-_XLR8R_Podcast_429,mixcloud,https://www.mixcloud.com/xlr8r/xlr8r-podcast-429-dexter/,15,19,11,0,19,Category:Dexter|Category:XLR8R Podcast|Category:Tech House|Category:Electro
mix2883,2016-03-08 - LOUISAHHH!!! - Metronome 60,https://www.mixesdb.com/w/2016-03-08_-_LOUISAHHH!!!_-_Metronome_60,soundcloud,https://soundcloud.com/louisahhh/insomniac-metronome,13,20,8,16,20,Category:LOUISAHHH!!!|Category:Metronome (Insomniac)|Category:Tech House|Category:Techno
mix2884,2016-03-08 - Moomin - Moomin Mix,https://www.mixesdb.com/w/2016-03-08_-_Moomin_-_Moomin_Mix,mixcloud,https://www.mixcloud.com/PastPresentFuture/moomin-mix-2016/,15,17,12,13,17,Category:Moomin|Category:Promo Mix|Category:Deep House|Category:House
mix2885,"2016-03-11 - Ida Engberg @ Verboten, NYC (Drumcode Radio, DCR296)","https://www.mixesdb.com/w/2016-03-11_-_Ida_Engberg_@_Verboten,_NYC_(Drumcode_Radio,_DCR296)",soundcloud,https://soundcloud.com/adambeyer/dcr296-drumcode-radio-live-ida-engberg-live-from-verboten-new-york,14,14,13,13,14,Category:Ida Engberg|Category:Verboten (Club)|Category:Drumcode Radio|Category:House|Category:Tech House
mix2886,2016-03-12 - Filterheadz - Molotov Cocktail 232,https://www.mixesdb.com/w/2016-03-12_-_Filterheadz_-_Molotov_Cocktail_232,soundcloud,https://soundcloud.com/christiancambas/molotov-cocktail-232-with,11,12,9,0,12,Category:Filterheadz|Category:Molotov Cocktail|Category:Techno|Category:Tech House
mix2887,2016-03-12 - Hardwell - On Air (HOA 258),https://www.mixesdb.com/w/2016-03-12_-_Hardwell_-_On_Air_(HOA_258),mixcloud,https://www.mixcloud.com/hardwell/hardwell-on-air-258/,13,17,11,17,17,Category:Hardwell|Category:On Air|Category:Progressive House|Category:House
mix2888,"2016-03-12 - Umek - Behind The Iron Curtain 244, Proton Radio","https://www.mixesdb.com/w/2016-03-12_-_Umek_-_Behind_The_Iron_Curtain_244,_Proton_Radio",soundcloud,https://soundcloud.com/umek/btic_244,12,18,8,0,18,Category:Umek|Category:Behind The Iron Curtain|Category:Tech House|Category:House
mix2889,2016-03-14 - Eddie Halliwell - Fire It Up (FIUR 350),https://www.mixesdb.com/w/2016-03-14_-_Eddie_Halliwell_-_Fire_It_Up_(FIUR_350),soundcloud,https://soundcloud.com/eddiehalliwell/fire-it-up-radio-350,11,16,7,0,16,Category:Eddie Halliwell|Category:Fire It Up|Category:Progressive House|Category:Tech House
mix2890,"2016-03-14 - Jim Bean @ Monday You Bastard, R19, Berlin","https://www.mixesdb.com/w/2016-03-14_-_Jim_Bean_@_Monday_You_Bastard,_R19,_Berlin",mixcloud,https://www.mixcloud.com/Jim_Bean/jim-bean-2016-03-14-monday-you-bastard-rote-laterne-r19-berlin-germany/,14,15,12,0,15,Category:Jim Bean|Category:R19|Category:Techno
mix2891,2016-03-15 - Juho Kusti & Samuli Kemppi - Deep Space Helsinki,https://www.mixesdb.com/w/2016-03-15_-_Juho_Kusti_%26_Samuli_Kemppi_-_Deep_Space_Helsinki,mixcloud,https://www.mixcloud.com/Eden23/deep-space-helsinki-15th-march-2016/,19,26,15,0,26,Category:Juho Kusti|Category:Samuli Kemppi|Category:Deep Space Helsinki (Show)|Category:Techno
mix2892,"2016-03-15 - Roger Sanchez, Javi Lopez - Release Yourself 752","https://www.mixesdb.com/w/2016-03-15_-_Roger_Sanchez,_Javi_Lopez_-_Release_Yourself_752",soundcloud,https://soundcloud.com/rogersanchez/release-yourself-radio-show-752-guestmix-javi-lopez,19,25,13,0,25,Category:Roger Sanchez|Category:Javi Lopez|Category:Release Yourself|Category:House
mix2893,2016-03-16 - Max Graham - Cycles Radio 245,https://www.mixesdb.com/w/2016-03-16_-_Max_Graham_-_Cycles_Radio_245,soundcloud,https://soundcloud.com/maxgraham/max-graham-cyclesradio-245,19,30,13,0,30,Category:Max Graham|Category:Cycles Radio|Category:House|Category:Tech House|Category:Progressive House
mix2894,"2016-03-17 - Gorgon City @ Mixmag DJ Lab, MMW","https://www.mixesdb.com/w/2016-03-17_-_Gorgon_City_@_Mixmag_DJ_Lab,_MMW",youtube,https://www.youtube.com/watch?v=9EJj22zWbxg,19,22,15,22,22,Category:Gorgon City|Category:Mixmag DJ Lab|Category:MMW|Category:House
mix2895,"2016-03-17 - S-File, A.Paul - GND Radio 15","https://www.mixesdb.com/w/2016-03-17_-_S-File,_A.Paul_-_GND_Radio_15",mixcloud,https://www.mixcloud.com/Eden23/gnd-radio-15-with-a-paul-s-file/,31,40,26,33,40,Category:S-File|Category:A.Paul|Category:GND Radio|Category:Techno|Category:Tech House
mix2896,2016-03-18 - Cosmic Gate - Wake Your Mind 102,https://www.mixesdb.com/w/2016-03-18_-_Cosmic_Gate_-_Wake_Your_Mind_102,soundcloud,https://soundcloud.com/cosmicgateofficial/wym-radio-episode-102,11,12,9,0,12,Category:Cosmic Gate|Category:Wake Your Mind|Category:Progressive House|Category:Progressive Trance
mix2897,2016-03-18 - FJAAK - Flux Podcast 56,https://www.mixesdb.com/w/2016-03-18_-_FJAAK_-_Flux_Podcast_56,soundcloud,https://soundcloud.com/flux-music/flux-podcast-56-fjaak,10,12,9,9,12,Category:FJAAK|Category:Flux Podcast|Category:Techno
mix2898,2016-03-18 - Sander van Doorn - Identity 330 (Miami Special),https://www.mixesdb.com/w/2016-03-18_-_Sander_van_Doorn_-_Identity_330_(Miami_Special),mixcloud,https://www.mixcloud.com/sandervandoornofficial/sander-van-doorn-identity-330/,14,19,11,0,19,Category:Sander van Doorn|Category:Identity|Category:Progressive House
mix2899,2016-03-18 - Scuba - Hotflush On Air 05,https://www.mixesdb.com/w/2016-03-18_-_Scuba_-_Hotflush_On_Air_05,soundcloud,https://soundcloud.com/hotflush/hotflush-on-air-with-scuba-episode-05,14,15,13,15,15,Category:Scuba|Category:Hotflush On Air|Category:Tech House|Category:Techno
mix2900,"2016-03-19 - Kaiserdisco @ MTW, Offenbach (KD Music Radio 035)","https://www.mixesdb.com/w/2016-03-19_-_Kaiserdisco_@_MTW,_Offenbach_(KD_Music_Radio_035)",mixcloud,https://www.mixcloud.com/Kaiserdisco/kd-music-radio-show-035-kaiserdisco/,11,12,9,0,12,Category:Kaiserdisco|Category:MTW|Category:KD Music Radio|Category:Tech House|Category:Techno
mix2901,"2016-03-21 - Alex M.O.R.P.H. - Universal Nation (UN051), DI.FM","https://www.mixesdb.com/w/2016-03-21_-_Alex_M.O.R.P.H._-_Universal_Nation_(UN051),_DI.FM",soundcloud,https://soundcloud.com/alexmorph/universal-nation-051,12,12,11,0,12,Category:Alex M.O.R.P.H.|Category:Universal Nation|Category:Trance|Category:Psytrance
mix2902,"2016-03-21 - Bonobo - Outlier Radio 002, NTS Radio","https://www.mixesdb.com/w/2016-03-21_-_Bonobo_-_Outlier_Radio_002,_NTS_Radio",soundcloud,https://soundcloud.com/bonobo/outlier002,18,24,12,18,24,Category:Bonobo|Category:Outlier Radio|Category:Various
