mix_id,title,url,audio_source,audio_url,num_identified_tracks,num_total_tracks,num_available_transitions,num_timestamps,num_tracklist,tags
mix0926,"2013-04-19 - Per Hammar - Alleanza Radio Show 70, Ibiza Global Radio","https://www.mixesdb.com/w/2013-04-19_-_Per_Hammar_-_Alleanza_Radio_Show_70,_Ibiza_Global_Radio",soundcloud,http://soundcloud.com/alleanza/jewel-kid-presents-alleanza-ep70,11,12,9,0,12,Category:Per Hammar|Category:Alleanza Radio Show|Category:Tech House
mix0927,2013-04-19 - Sinisa Tamamovic - Groovant Podcast 002,https://www.mixesdb.com/w/2013-04-19_-_Sinisa_Tamamovic_-_Groovant_Podcast_002,mixcloud,https://www.mixcloud.com/antbrooks/groovant-podcast-002-with-sinisa-tamamovic/,12,17,8,0,17,Category:Sinisa Tamamovic|Category:Groovant Podcast|Category:Tech House
mix0928,2013-04-20 - Catz 'N Dogz - Essential Mix,https://www.mixesdb.com/w/2013-04-20_-_Catz_%27N_Dogz_-_Essential_Mix,soundcloud,http://soundcloud.com/catzndogz/catz-n-dogz-essential-mix-2013,25,36,16,0,36,Category:Catz 'N Dogz|Category:Essential Mix|Category:House
mix0929,2013-04-20 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-04-20_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-20-04-13-pure-fm/,20,30,13,0,30,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep|Category:Jungle
mix0930,"2013-04-20 - John B @ Schüür, Luzern, Part 1 (John B Podcast 100)","https://www.mixesdb.com/w/2013-04-20_-_John_B_@_Sch%C3%BC%C3%BCr,_Luzern,_Part_1_(John_B_Podcast_100)",soundcloud,https://soundcloud.com/johnb/john-b-podcast-100-part-1-live,35,41,29,41,41,Category:John B|Category:Schüür|Category:John B Podcast|Category:Drum & Bass|Category:Progressive
mix0931,"2013-04-21 - Audiojack @ P.U.R.E Dinosaures Party, Rex Club, Paris","https://www.mixesdb.com/w/2013-04-21_-_Audiojack_@_P.U.R.E_Dinosaures_Party,_Rex_Club,_Paris",soundcloud,http://soundcloud.com/audiojackofficial/audiojack-rex-club-paris-21-04,14,17,10,17,17,Category:Audiojack|Category:Rex Club|Category:House
mix0932,"2013-04-21 - Friction, Random Movement - Drum'N'Bass Show","https://www.mixesdb.com/w/2013-04-21_-_Friction,_Random_Movement_-_Drum%27N%27Bass_Show",mixcloud,https://www.mixcloud.com/livesetsdjmixes/friction-bbc-radio1-guest-random-movement-sat-04-21-2013/,24,31,16,0,31,Category:Friction|Category:Random Movement|Category:Drum'N'Bass Show|Category:Drum & Bass
mix0933,2013-04-22 - French Fries & Bambounou - Mix Of The Week,https://www.mixesdb.com/w/2013-04-22_-_French_Fries_%26_Bambounou_-_Mix_Of_The_Week,soundcloud,http://soundcloud.com/mixmag-1/mixmag-mix-of-the-week-french,13,15,10,0,15,Category:French Fries|Category:Bambounou|Category:Mix Of The Week|Category:House|Category:Tech House
mix0934,"2013-04-22 - MYNC, Lazy Rich - Cr2 Live & Direct Radio Show 109","https://www.mixesdb.com/w/2013-04-22_-_MYNC,_Lazy_Rich_-_Cr2_Live_%26_Direct_Radio_Show_109",mixcloud,https://www.mixcloud.com/cr2records/mync-presents-cr2-live-direct-radio-show-109/,22,30,18,0,30,Category:MYNC|Category:Lazy Rich|Category:Cr2 Live & Direct Radio Show|Category:Progressive House|Category:House
mix0935,2013-04-23 - Battosai - S.U.B. Podcast 19,https://www.mixesdb.com/w/2013-04-23_-_Battosai_-_S.U.B._Podcast_19,soundcloud,https://soundcloud.com/gogoski/batt-sai-s-u-b-podcast-april,15,20,11,0,20,Category:Battosai|Category:S.U.B. Podcast|Category:Drum & Bass
mix0936,2013-04-23 - Eelke Kleijn - Outside The Box 085,https://www.mixesdb.com/w/2013-04-23_-_Eelke_Kleijn_-_Outside_The_Box_085,soundcloud,http://soundcloud.com/eelke-kleijn/eelke-kleijn-outside-the-box-5,17,22,12,0,22,Category:Eelke Kleijn|Category:Outside The Box|Category:House|Category:Tech House
mix0937,2013-04-23 - Mario Ranieri - Electronique Techno Pleasures Vol. 14,https://www.mixesdb.com/w/2013-04-23_-_Mario_Ranieri_-_Electronique_Techno_Pleasures_Vol._14,soundcloud,http://soundcloud.com/marioranieri/electronique-techno-pleasures-vol14,17,23,12,0,23,Category:Mario Ranieri|Category:Electronique Techno Pleasures|Category:Techno|Category:Tech House
mix0938,2013-04-23 - Markus Suckut - Clubberia Podcast (CB169),https://www.mixesdb.com/w/2013-04-23_-_Markus_Suckut_-_Clubberia_Podcast_(CB169),soundcloud,http://soundcloud.com/clubberia/cb-169-markus-suckut,15,16,13,0,16,Category:Markus Suckut|Category:Clubberia Podcast|Category:Minimal|Category:Techno
mix0939,2013-04-24 - Rødhåd @ Boiler Room Berlin 025,https://www.mixesdb.com/w/2013-04-24_-_R%C3%B8dh%C3%A5d_@_Boiler_Room_Berlin_025,soundcloud,http://soundcloud.com/platform/r-dh-d,15,16,13,16,16,Category:Rødhåd|Category:Boiler Room|Category:Techno
mix0940,"2013-04-25 - Wankelmut - Get Physical Radio 93, Proton Radio","https://www.mixesdb.com/w/2013-04-25_-_Wankelmut_-_Get_Physical_Radio_93,_Proton_Radio",soundcloud,http://soundcloud.com/wankelmut/get-physical-radio-wankelmut,11,12,10,0,12,Category:Wankelmut|Category:Get Physical Radio|Category:House
mix0941,"2013-04-26 - Evil Activities, Furyan - Extreme Audio 14","https://www.mixesdb.com/w/2013-04-26_-_Evil_Activities,_Furyan_-_Extreme_Audio_14",soundcloud,http://soundcloud.com/evilactivities/extreme-audio-episode-14,23,36,13,0,36,Category:Evil Activities|Category:Furyan|Category:Extreme Audio|Category:Hardcore
mix0942,"2013-04-26 - Nick Bowman, Petter B - The Future Underground Show","https://www.mixesdb.com/w/2013-04-26_-_Nick_Bowman,_Petter_B_-_The_Future_Underground_Show",soundcloud,http://soundcloud.com/nickbowman/the-future-underground-show-7,27,40,19,0,40,Category:Nick Bowman|Category:Petter B|Category:The Future Underground Show|Category:Techno
mix0943,2013-04-27 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-04-27_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-27-04-13-pure-fm/,15,23,10,0,23,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0944,"2013-04-27 - Marco Bailey @ Replay Festival, Netepark, Herentals, Belgium (Elektronic Force Podcast 125)","https://www.mixesdb.com/w/2013-04-27_-_Marco_Bailey_@_Replay_Festival,_Netepark,_Herentals,_Belgium_(Elektronic_Force_Podcast_125)",mixcloud,https://www.mixcloud.com/marcobailey/elektronic-force-podcast-125-with-marco-bailey/,11,11,10,0,11,Category:Marco Bailey|Category:Replay Festival|Category:Netepark|Category:Elektronic Force Podcast|Category:Tech House
mix0945,2013-04-27 - Sean Tyas @ MayDay - Never Stop Raving,https://www.mixesdb.com/w/2013-04-27_-_Sean_Tyas_@_MayDay_-_Never_Stop_Raving,soundcloud,http://soundcloud.com/seantyas/sean-tyas-live-mayday-2013,13,15,10,0,15,Category:Sean Tyas|Category:MayDay|Category:Westfalenhallen|Category:Trance
mix0946,2013-04-28 - Frequency.M - Forsaken (fm067) (Promo Mix),https://www.mixesdb.com/w/2013-04-28_-_Frequency.M_-_Forsaken_(fm067)_(Promo_Mix),soundcloud,https://soundcloud.com/frequencym/forsaken-fm067,23,51,12,0,51,Category:Frequency.M|Category:Promo Mix|Category:Techno|Category:Acid|Category:Hardcore
mix0947,2013-04 - MiniCoolBoyz - April Promo Mix,https://www.mixesdb.com/w/2013-04_-_MiniCoolBoyz_-_April_Promo_Mix,mixcloud,https://www.mixcloud.com/ElectronicBunker/minicoolboyz-april-2013-mix/,10,12,8,0,12,Category:MiniCoolBoyz|Category:Promo Mix|Category:Tech House|Category:Techno
mix0948,2013-04 - TraxPitch - Mix It Live 19,https://www.mixesdb.com/w/2013-04_-_TraxPitch_-_Mix_It_Live_19,soundcloud,http://soundcloud.com/traxpitch/traxpitch-mix-it-live-19,14,15,12,0,15,Category:TraxPitch|Category:Mix It Live|Category:Techno
mix0949,2013-05-02 - Slam - Slam Radio 031,https://www.mixesdb.com/w/2013-05-02_-_Slam_-_Slam_Radio_031,mixcloud,https://www.mixcloud.com/slam/slam-radio-031-slam/,12,15,9,0,15,Category:Slam|Category:Slam Radio|Category:Tech House
mix0950,2013-05-03 - Headhunterz - Hard With Style 22,https://www.mixesdb.com/w/2013-05-03_-_Headhunterz_-_Hard_With_Style_22,soundcloud,http://soundcloud.com/hardwithstyle/show-22-headhunterz-hard-with,13,19,9,0,19,Category:Headhunterz|Category:Hard With Style|Category:Hardstyle
mix0951,2013-05-03 - Stefano Noferini - Club Edition 031,https://www.mixesdb.com/w/2013-05-03_-_Stefano_Noferini_-_Club_Edition_031,mixcloud,https://www.mixcloud.com/stefanonoferini/club-edition-031-with-stefano-noferini/,10,10,9,0,10,Category:Stefano Noferini|Category:Club Edition|Category:Tech House
mix0952,2013-05-04 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-05-04_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-04-05-13-pure-fm/,19,28,10,0,28,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0953,"2013-05-05 - Friction, Rockwell - Drum'N'Bass Show","https://www.mixesdb.com/w/2013-05-05_-_Friction,_Rockwell_-_Drum%27N%27Bass_Show",mixcloud,https://www.mixcloud.com/livesetsdjmixes/friction-bbc-radio1-sat-05-05-2013/,40,44,36,0,44,Category:Friction|Category:Rockwell|Category:Drum'N'Bass Show|Category:Drum & Bass
mix0954,"2013-05-06 - MYNC, Walden - Cr2 Live & Direct Radio Show 111","https://www.mixesdb.com/w/2013-05-06_-_MYNC,_Walden_-_Cr2_Live_%26_Direct_Radio_Show_111",mixcloud,https://www.mixcloud.com/livesetsdjmixes/mync-cr2-live-and-direct-radio-show-111-fm-07-05-2013/,21,32,13,7,32,Category:MYNC|Category:Walden|Category:Cr2 Live & Direct Radio Show|Category:Progressive House
mix0955,2013-05-06 - Re Dupre - OFF Recordings Podcast 97,https://www.mixesdb.com/w/2013-05-06_-_Re_Dupre_-_OFF_Recordings_Podcast_97,soundcloud,http://soundcloud.com/off-recordings/podcast-episode-97-re-dupre,12,15,8,0,15,Category:Re Dupre|Category:OFF Recordings Podcast|Category:House
mix0956,2013-05-08 - Mihai Popoviciu - Poker Flat Podcast 31,https://www.mixesdb.com/w/2013-05-08_-_Mihai_Popoviciu_-_Poker_Flat_Podcast_31,mixcloud,https://www.mixcloud.com/PokerFlat/poker-flat-podcast-31-mixed-by-mihai-popoviciu/,10,11,8,0,11,Category:Mihai Popoviciu|Category:Poker Flat Podcast|Category:House
mix0957,"2013-05-09 - Paul van Dyk, Gabriel & Dresden - Vonyc Sessions 350","https://www.mixesdb.com/w/2013-05-09_-_Paul_van_Dyk,_Gabriel_%26_Dresden_-_Vonyc_Sessions_350",mixcloud,https://www.mixcloud.com/livesetsdjmixes/paul-van-dyk-vonyc-sessions-350-sat-10-05-2013/,18,24,13,11,24,Category:Paul van Dyk|Category:Gabriel & Dresden|Category:Vonyc Sessions|Category:Trance|Category:Progressive Trance
mix0958,"2013-05-10 - Mario Ranieri @ Hard Impact, Günes Theater, Frankfurt","https://www.mixesdb.com/w/2013-05-10_-_Mario_Ranieri_@_Hard_Impact,_G%C3%BCnes_Theater,_Frankfurt",soundcloud,http://soundcloud.com/marioranieri/guenestheater-10052013,25,39,14,0,39,Category:Mario Ranieri|Category:Günes Theater|Category:Hard Techno
mix0959,2013-05-10 - Oliver Schories - My Summer (Mixtape May 2013),https://www.mixesdb.com/w/2013-05-10_-_Oliver_Schories_-_My_Summer_(Mixtape_May_2013),soundcloud,http://soundcloud.com/oliverschories/my-summer-2013,16,17,14,17,17,Category:Oliver Schories|Category:Promo Mix|Category:House
mix0960,2013-05-10 - Ritzi Lee - Naked Lunch Podcast 048,https://www.mixesdb.com/w/2013-05-10_-_Ritzi_Lee_-_Naked_Lunch_Podcast_048,soundcloud,http://soundcloud.com/a-paul/naked-lunch-podcast-048-ritzi,18,23,13,10,23,Category:Ritzi Lee|Category:Naked Lunch Podcast|Category:Techno
mix0961,2013-05-10 - Shifted @ Boiler Room x Nuits Sonores: Day 1,https://www.mixesdb.com/w/2013-05-10_-_Shifted_@_Boiler_Room_x_Nuits_Sonores:_Day_1,soundcloud,http://soundcloud.com/platform/shifted-60-min-boiler-room-x,12,16,9,16,16,Category:Shifted|Category:Nuits Sonores|Category:Boiler Room|Category:Techno
mix0962,2013-05-11 - ATFC - Shots From The Hip Radio Show,https://www.mixesdb.com/w/2013-05-11_-_ATFC_-_Shots_From_The_Hip_Radio_Show,soundcloud,http://soundcloud.com/atfc/atfc-shots-11-05-13,19,26,13,0,26,Category:ATFC|Category:Shots From The Hip Radio Show|Category:House|Category:Tech House
mix0963,2013-05-11 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-05-11_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-11-05-13-pure-fm/,16,26,10,0,26,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0964,"2013-05-11 - Umek - Behind The Iron Curtain 096, Proton Radio","https://www.mixesdb.com/w/2013-05-11_-_Umek_-_Behind_The_Iron_Curtain_096,_Proton_Radio",soundcloud,https://soundcloud.com/umek/btic_096,13,16,9,0,16,Category:Umek|Category:Behind The Iron Curtain|Category:Techno|Category:Tech House
mix0965,"2013-05-13 - Paul Oakenfold - Planet Perfecto 132, DI.FM","https://www.mixesdb.com/w/2013-05-13_-_Paul_Oakenfold_-_Planet_Perfecto_132,_DI.FM",soundcloud,http://soundcloud.com/pauloakenfold/planet-perfecto-ft-paul-88,17,26,11,0,26,Category:Paul Oakenfold|Category:Planet Perfecto|Category:Trance|Category:Progressive Trance
mix0966,2013-05-14 - Ant Brooks - May Promo Mix,https://www.mixesdb.com/w/2013-05-14_-_Ant_Brooks_-_May_Promo_Mix,mixcloud,https://www.mixcloud.com/antbrooks/ant-brooks-may-2013-promo-mix/,10,11,9,0,11,Category:Ant Brooks|Category:Promo Mix|Category:House|Category:Tech House
mix0967,"2013-05-14 - Duke Dumont @ Slap & Tickle, Bardot, Miami (Slap & Tickle Podcast 005)","https://www.mixesdb.com/w/2013-05-14_-_Duke_Dumont_@_Slap_%26_Tickle,_Bardot,_Miami_(Slap_%26_Tickle_Podcast_005)",soundcloud,http://soundcloud.com/slapandticklemiami/slap-tickle-podcast-episode-005-duke-dumont,18,19,16,19,19,Category:Duke Dumont|Category:Bardot|Category:Slap & Tickle Podcast|Category:House
mix0968,2013-05-14 - Nymfo - Outlook Festival 2013 Promo Mix (OUT007),https://www.mixesdb.com/w/2013-05-14_-_Nymfo_-_Outlook_Festival_2013_Promo_Mix_(OUT007),soundcloud,http://soundcloud.com/outlookfestival/nymfo-outlook-festival-2013,17,20,13,0,20,Category:Nymfo|Category:Outlook Festival Promo Mix|Category:Drum & Bass
mix0969,"2013-05-15 - Fracture, Artificial Intelligence - Metalheadz, Rinse FM","https://www.mixesdb.com/w/2013-05-15_-_Fracture,_Artificial_Intelligence_-_Metalheadz,_Rinse_FM",soundcloud,https://soundcloud.com/metalheadz/fracture-a-i-lowqui-the,34,37,31,37,37,Category:Fracture|Category:Artificial Intelligence|Category:MC LowQui|Category:Metalheadz (Radio Show)|Category:Drum & Bass
mix0970,"2013-05-16 - Kate Simko - Get Physical Radio 96, Proton Radio","https://www.mixesdb.com/w/2013-05-16_-_Kate_Simko_-_Get_Physical_Radio_96,_Proton_Radio",soundcloud,http://soundcloud.com/katesimko/kate-simko-get-physical-radio,15,18,12,18,18,Category:Kate Simko|Category:Get Physical Radio|Category:House
mix0971,2013-05-16 - Marco Bailey - Elektronic Force Podcast 127,https://www.mixesdb.com/w/2013-05-16_-_Marco_Bailey_-_Elektronic_Force_Podcast_127,mixcloud,https://www.mixcloud.com/marcobailey/elektronic-force-podcast-127-with-marco-bailey/,10,11,9,0,11,Category:Marco Bailey|Category:Elektronic Force Podcast|Category:House|Category:Tech House
mix0972,2013-05-17 - Abstract Elements - Microfunk Podcast 007,https://www.mixesdb.com/w/2013-05-17_-_Abstract_Elements_-_Microfunk_Podcast_007,soundcloud,https://soundcloud.com/microfunkmusic/microfunk007,26,28,23,0,28,Category:Abstract Elements|Category:Microfunk Podcast|Category:Drum & Bass
mix0973,2013-05-17 - Dosem - Tronic Podcast 042,https://www.mixesdb.com/w/2013-05-17_-_Dosem_-_Tronic_Podcast_042,mixcloud,https://www.mixcloud.com/christiansmithlive/tronic-podcast-042-with-dosem/,14,15,13,0,15,Category:Dosem|Category:Tronic Podcast|Category:House|Category:Tech House
mix0974,"2013-05-17 - Ferry Corsten - Ferry's Fix, DI.FM","https://www.mixesdb.com/w/2013-05-17_-_Ferry_Corsten_-_Ferry%27s_Fix,_DI.FM",soundcloud,http://soundcloud.com/ferry-corsten/ferrys-fix-may-2013,10,12,8,0,12,Category:Ferry Corsten|Category:Ferry's Fix|Category:Trance|Category:Progressive Trance
mix0975,2013-05-18 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-05-18_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-18-05-13-pure-fm/,14,23,9,0,23,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0976,2013-05-19 - BTK - Deception Podcast 005,https://www.mixesdb.com/w/2013-05-19_-_BTK_-_Deception_Podcast_005,soundcloud,https://soundcloud.com/manifest/btk,21,24,19,0,24,Category:BTK|Category:Deception Podcast|Category:Drum & Bass
mix0977,"2013-05-20 - Frankyeffe, Skober - The Future Underground Show","https://www.mixesdb.com/w/2013-05-20_-_Frankyeffe,_Skober_-_The_Future_Underground_Show",soundcloud,http://soundcloud.com/nickbowman/the-future-underground-show-8,27,33,21,0,33,Category:Frankyeffe|Category:Skober|Category:The Future Underground Show|Category:Techno|Category:Tech House
mix0978,2013-05-21 - Max Graham - Cycles Radio 111,https://www.mixesdb.com/w/2013-05-21_-_Max_Graham_-_Cycles_Radio_111,soundcloud,https://soundcloud.com/maxgraham/max-graham-cyclesradio-111,17,26,9,0,26,Category:Max Graham|Category:Cycles Radio|Category:Trance|Category:Progressive Trance
mix0979,2013-05-21 - Stacey Pullen - XLR8R Podcast 296,https://www.mixesdb.com/w/2013-05-21_-_Stacey_Pullen_-_XLR8R_Podcast_296,mixcloud,https://www.mixcloud.com/xlr8r/podcast-296-stacey-pullen/,10,12,8,12,12,Category:Stacey Pullen|Category:XLR8R Podcast|Category:House|Category:Tech House
mix0980,2013-05-22 - Ferry Corsten - Corsten's Countdown 308,https://www.mixesdb.com/w/2013-05-22_-_Ferry_Corsten_-_Corsten%27s_Countdown_308,soundcloud,https://soundcloud.com/ferry-corsten/corstens-countdown-308,8,10,7,0,10,Category:Ferry Corsten|Category:Corsten's Countdown|Category:Trance|Category:Progressive Trance
mix0981,2013-05-22 - Frequency.M - See The Light (fm068) (Promo Mix),https://www.mixesdb.com/w/2013-05-22_-_Frequency.M_-_See_The_Light_(fm068)_(Promo_Mix),soundcloud,https://soundcloud.com/frequencym/see-the-light-fm068,24,50,12,0,50,Category:Frequency.M|Category:Promo Mix|Category:Techno|Category:Acid|Category:Hardcore
mix0982,2013-05-23 - Markus Schulz - Global DJ Broadcast,https://www.mixesdb.com/w/2013-05-23_-_Markus_Schulz_-_Global_DJ_Broadcast,soundcloud,https://soundcloud.com/markusschulz/gdjb-2hours-may2013,22,29,15,0,29,Category:Markus Schulz|Category:Global DJ Broadcast|Category:Trance|Category:Progressive Trance
mix0983,2013-05-24 - Aeroplane - May Promo Mix,https://www.mixesdb.com/w/2013-05-24_-_Aeroplane_-_May_Promo_Mix,soundcloud,http://soundcloud.com/aeroplane/aeroplane-not-so-monthly-may-2013-mix,12,13,10,9,13,Category:Aeroplane|Category:Promo Mix|Category:House|Category:Disco
mix0984,2013-05-24 - Audiojack - Systematic Session 211,https://www.mixesdb.com/w/2013-05-24_-_Audiojack_-_Systematic_Session_211,soundcloud,https://soundcloud.com/systematicrecordings/systematic-session-211,24,26,21,0,26,Category:Audiojack|Category:Systematic Session|Category:House|Category:Tech House
mix0985,2013-05-25 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-05-25_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-25-05-13-pure-fm/,22,25,18,0,25,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0986,2013-05-25 - Matthias Meyer - Clubnight,https://www.mixesdb.com/w/2013-05-25_-_Matthias_Meyer_-_Clubnight,soundcloud,http://soundcloud.com/matthias-meyer/matthias-meyer-youfm-clubnight,21,26,16,26,26,Category:Matthias Meyer|Category:Clubnight|Category:House
mix0987,2013-05-27 - Eddie Halliwell - Fire It Up (FIUR 204),https://www.mixesdb.com/w/2013-05-27_-_Eddie_Halliwell_-_Fire_It_Up_(FIUR_204),soundcloud,https://soundcloud.com/eddiehalliwell/fire-it-up-radio-204,11,13,9,7,13,Category:Eddie Halliwell|Category:Fire It Up|Category:Progressive House
mix0988,"2013-05-30 - Markus Schulz, Giuseppe Ottaviani - Global DJ Broadcast","https://www.mixesdb.com/w/2013-05-30_-_Markus_Schulz,_Giuseppe_Ottaviani_-_Global_DJ_Broadcast",mixcloud,https://www.mixcloud.com/livesetsdjmixes/markus-schulz-global-dj-broadcast-30-05-2013/,18,28,11,0,28,Category:Markus Schulz|Category:Giuseppe Ottaviani|Category:Global DJ Broadcast|Category:Trance|Category:Progressive Trance
mix0989,"2013-05-30 - Paul van Dyk, Ørjan Nilsen - Vonyc Sessions 353","https://www.mixesdb.com/w/2013-05-30_-_Paul_van_Dyk,_%C3%98rjan_Nilsen_-_Vonyc_Sessions_353",mixcloud,https://www.mixcloud.com/paulvandyk/paul-van-dyks-vonyc-sessions-353-orjan-nilsen/,20,24,16,24,24,Category:Paul van Dyk|Category:Ørjan Nilsen|Category:Vonyc Sessions|Category:Trance|Category:Progressive Trance
mix0990,2013-05-30 - Skober - Rhythm Convert(ed) 103,https://www.mixesdb.com/w/2013-05-30_-_Skober_-_Rhythm_Convert(ed)_103,soundcloud,https://soundcloud.com/tomhades/rhythm-convert-ed-podcast-103,11,15,9,0,15,Category:Skober|Category:Rhythm Convert(ed)|Category:Techno|Category:Tech House
mix0991,"2013-05-31 - Jewel Kid - Alleanza Radio Show 76, Ibiza Global Radio","https://www.mixesdb.com/w/2013-05-31_-_Jewel_Kid_-_Alleanza_Radio_Show_76,_Ibiza_Global_Radio",soundcloud,http://soundcloud.com/alleanza/jewel-kid-presents-alleanza-ep76,11,12,9,0,12,Category:Jewel Kid|Category:Alleanza Radio Show|Category:Tech House
mix0992,2013-05-31 - Kyau & Albert - Euphonic Sessions (June 2013),https://www.mixesdb.com/w/2013-05-31_-_Kyau_%26_Albert_-_Euphonic_Sessions_(June_2013),mixcloud,https://www.mixcloud.com/EuphonicSessions/euphonic-sessions-with-kyau-albert-_-june-2013/,19,26,12,0,26,Category:Kyau & Albert|Category:Euphonic Sessions|Category:Trance|Category:Progressive
mix0993,2013-06-01 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-06-01_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-01-06-13-pure-fm/,19,29,12,0,29,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0994,2013-06-01 - Tom Wax - Clubnight,https://www.mixesdb.com/w/2013-06-01_-_Tom_Wax_-_Clubnight,html_audio,https://archive.org/download/Clubnight2013/Clubnight%202013.06.01%20-%20Tom%20Wax.mp3,26,30,21,30,30,Category:Tom Wax|Category:Clubnight|Category:House
mix0995,"2013-06-03 - Paul Oakenfold - Planet Perfecto 135, DI.FM","https://www.mixesdb.com/w/2013-06-03_-_Paul_Oakenfold_-_Planet_Perfecto_135,_DI.FM",soundcloud,https://soundcloud.com/pauloakenfold/planet-perfecto-ft-paul-91,24,26,21,0,26,Category:Paul Oakenfold|Category:Planet Perfecto|Category:Trance|Category:Progressive Trance
mix0996,2013-06-05 - Felix K @ Boiler Room Berlin,https://www.mixesdb.com/w/2013-06-05_-_Felix_K_@_Boiler_Room_Berlin,soundcloud,https://soundcloud.com/platform/felix-k,14,18,11,18,18,Category:Felix K|Category:Boiler Room|Category:Drum & Bass
mix0997,2013-06-08 - DJ System-D - System Dub,https://www.mixesdb.com/w/2013-06-08_-_DJ_System-D_-_System_Dub,mixcloud,https://www.mixcloud.com/djsystemd/systemdub-radio-show-08-06-13-pure-fm/,17,22,14,0,22,Category:DJ System-D|Category:System Dub|Category:Drum & Bass|Category:Dubstep
mix0998,2013-06-08 - Super Flu - Clubnight,https://www.mixesdb.com/w/2013-06-08_-_Super_Flu_-_Clubnight,html_audio,https://archive.org/download/Clubnight2013/Clubnight%202013.06.08%20-%20Super%20Flu.mp3,16,21,13,21,21,Category:Super Flu|Category:Clubnight|Category:House
mix0999,2013-06-10 - Eric Sneo - Let's Go Techno Podcast 005,https://www.mixesdb.com/w/2013-06-10_-_Eric_Sneo_-_Let%27s_Go_Techno_Podcast_005,mixcloud,https://www.mixcloud.com/ericsneo3/lets-go-techno-podcast-005-with-eric-sneo/,8,11,7,0,11,Category:Eric Sneo|Category:Let's Go Techno Podcast|Category:Techno|Category:Tech House
mix1000,"2013-06-10 - MYNC, Mario Fischetti - Cr2 Live & Direct Radio Show 116 (Ibiza Special)","https://www.mixesdb.com/w/2013-06-10_-_MYNC,_Mario_Fischetti_-_Cr2_Live_%26_Direct_Radio_Show_116_(Ibiza_Special)",mixcloud,https://www.mixcloud.com/cr2records/mync-presents-cr2-live-direct-radio-show-116/,21,26,16,0,26,Category:MYNC|Category:Mario Fischetti|Category:Cr2 Live & Direct Radio Show|Category:Progressive House|Category:House
mix1001,2013-06-10 - Shur-i-kan - In The Mix: June 2013,https://www.mixesdb.com/w/2013-06-10_-_Shur-i-kan_-_In_The_Mix:_June_2013,soundcloud,http://soundcloud.com/shurikan/shur-i-kan-in-the-mix-june-2,11,14,8,14,14,Category:Shur-i-kan|Category:Shur-i-kan In The Mix|Category:Deep House|Category:House
mix1002,2013-06-11 - Kollektiv Turmstrasse - June Promo Mix,https://www.mixesdb.com/w/2013-06-11_-_Kollektiv_Turmstrasse_-_June_Promo_Mix,soundcloud,http://soundcloud.com/kollektivturmstrasse/kollektiv-turmstrasse-mix,11,12,9,12,12,Category:Kollektiv Turmstrasse|Category:Promo Mix|Category:House|Category:Deep House
mix1003,"2013-06-11 - Max Graham @ Rabbit Hole Nights, Pacha, NYC, Pt.1 (Cycles Radio 114)","https://www.mixesdb.com/w/2013-06-11_-_Max_Graham_@_Rabbit_Hole_Nights,_Pacha,_NYC,_Pt.1_(Cycles_Radio_114)",soundcloud,http://soundcloud.com/maxgraham/max-graham-cyclesradio-114,19,26,13,0,26,Category:Max Graham|Category:Pacha (NYC)|Category:Cycles Radio|Category:House|Category:Tech House|Category:Progressive House
mix1004,2013-06-12 - Frederic Robinson - Blu Mar Ten Music Podcast Episode 10,https://www.mixesdb.com/w/2013-06-12_-_Frederic_Robinson_-_Blu_Mar_Ten_Music_Podcast_Episode_10,mixcloud,https://www.mixcloud.com/blumarten/blu-mar-ten-music-podcast-episode-10-hosted-by-frederic-robinson/,16,16,15,0,16,Category:Frederic Robinson|Category:Blu Mar Ten Music Podcast|Category:Various
